site,block,feature,total_coef,rate_coef
A,0,const,1.386530359988362,-0.21718561267099235
A,0,fourier_7_sin_1,-0.03026563015790833,0.025028943633004185
A,0,fourier_7_cos_1,0.09019344808361508,-0.014231503344603684
A,0,fourier_7_sin_2,-0.018164351054248407,0.0033811243070766953
A,0,fourier_7_cos_2,0.02131269436101175,0.008869061192099898
A,0,fourier_7_sin_3,0.004542181320281795,-0.0031846127397659064
A,0,fourier_7_cos_3,0.030469588673069332,0.0011875666230147244
A,0,fourier_7_sin_4,-0.004542181320281749,0.003184612739765815
A,0,fourier_7_cos_4,0.03046958867306888,0.001187566623014832
A,0,fourier_7_sin_5,0.018164351054248823,-0.0033811243070767296
A,0,fourier_7_cos_5,0.02131269436101296,0.008869061192099782
A,0,fourier_365.25_sin_1,-0.041491652189548596,-0.028272505813689064
A,0,fourier_365.25_cos_1,0.03685170962392551,-0.028540914569232412
A,0,fourier_365.25_sin_2,0.024875666413570453,0.001452392211477646
A,0,fourier_365.25_cos_2,0.04091942272995357,-0.05461822457988873
A,0,fourier_365.25_sin_3,0.0008494137128998462,-0.0014858212487479819
A,0,fourier_365.25_cos_3,-0.02855656654538925,0.01567434476127291
A,0,dow_1,0.19368697910673663,-0.028293285425170966
A,0,dow_2,0.18508966913201166,-0.024929165674255776
A,0,dow_3,0.17828851814913751,-0.02439821135330283
A,0,dow_4,0.17514680610086236,-0.02731901956516131
A,0,dow_5,0.19947641851597275,-0.0394572979044748
A,0,dow_6,0.2162017086659645,-0.04056929507291658
A,0,trend,0.01781512234434181,-0.002337012085336787
A,0,is_holiday,0.10726603051944718,-0.015970450262011233
A,0,is_halloween,-0.09926475019456615,0.00708556655845998
A,0,days_since_xmas,0.0002757888783773145,-0.00020944920987414007
A,0,days_until_thanksgiving,0.000549655675501138,-0.0002760268630130863
A,0,days_since_july4,0.00014987887068888556,2.2242271305620166e-05
A,0,days_to_nearest_holiday,0.0021556217028854997,-0.00453461272961015
A,0,school_in_session,-0.007571993370872781,0.10307861044919922
A,0,days_since_school_start,0.0013968526940614332,-0.000854092403018392
A,0,days_until_school_start,0.0018741666899657766,-0.0014412725853022446
A,0,is_covid_era,-0.06331776538816684,0.055097158192792435
A,0,temp_min,0.0003228572470139465,-0.0006239699716995223
A,0,temp_max,0.0033242824751822876,-0.00028582297788998847
A,0,precip,0.02899152963356332,0.015247484819407579
A,0,snowfall,-0.033459845082846065,-0.08506703313653664
A,0,temp_range,0.0030014252282191158,0.0003381469938110803
A,1,const,2.062152312529416,-0.3046406078179943
A,1,fourier_7_sin_1,0.020502377786731554,0.02306299122314394
A,1,fourier_7_cos_1,0.10558041627582067,-0.05209346207516663
A,1,fourier_7_sin_2,-0.003102664173543859,0.003421581192029955
A,1,fourier_7_cos_2,0.06937381353328749,-0.003659465520985762
A,1,fourier_7_sin_3,-0.002324107423532015,-0.007183333157153693
A,1,fourier_7_cos_3,0.05491775924208022,-0.012480768244860763
A,1,fourier_7_sin_4,0.002324107423531713,0.007183333157153691
A,1,fourier_7_cos_4,0.05491775924209879,-0.012480768244860442
A,1,fourier_7_sin_5,0.003102664173544138,-0.003421581192029939
A,1,fourier_7_cos_5,0.06937381353324178,-0.0036594655209860154
A,1,fourier_365.25_sin_1,-0.02067911697222022,0.018989378944852846
A,1,fourier_365.25_cos_1,0.05244064336208861,-0.03284716826815504
A,1,fourier_365.25_sin_2,0.028478699581447352,-0.0366575678909243
A,1,fourier_365.25_cos_2,0.0343935318053775,-0.0025466682884222667
A,1,fourier_365.25_sin_3,-0.008630499147973153,-0.0025656776276119526
A,1,fourier_365.25_cos_3,-0.017673382421039427,0.008407365455064786
A,1,dow_1,0.298281225723489,-0.04414014821664346
A,1,dow_2,0.2864202617915257,-0.033884755381600455
A,1,dow_3,0.2788687354239813,-0.029874799602940864
A,1,dow_4,0.27369412304272056,-0.030062413873782834
A,1,dow_5,0.27319077821690535,-0.049094093354099956
A,1,dow_6,0.29142628966911055,-0.054568968888924055
A,1,trend,0.0392945826042483,0.014916228445266378
A,1,is_holiday,-0.03597810899225049,-0.036345602457422084
A,1,is_halloween,-0.04141136041373179,0.015161636269777309
A,1,days_since_xmas,0.00010428053882116774,-0.00019920480447530468
A,1,days_until_thanksgiving,0.000290752768856937,-0.00017017733053943817
A,1,days_since_july4,0.00014397508819651364,-0.000262538322963748
A,1,days_to_nearest_holiday,0.0019063597859276854,-0.0008864590491138168
A,1,school_in_session,0.01304432958898909,0.004103088567948345
A,1,days_since_school_start,0.0013525708799064428,-0.0006091029850578783
A,1,days_until_school_start,0.0018378988086706117,-0.0008297211524997434
A,1,is_covid_era,-0.07055306561122303,0.05418295994765871
A,1,temp_min,0.0005826598323395107,-0.0012130642684215261
A,1,temp_max,0.002095134329533828,-0.0010276365328045886
A,1,precip,0.04252150202575555,-0.007298715171824358
A,1,snowfall,-0.0064989129718520935,-0.005983185372795753
A,1,temp_range,0.0015124744971392354,0.00018542773561419464
A,2,const,2.628402566299144,-0.3584301143669797
A,2,fourier_7_sin_1,0.01787608767600758,0.07345637379797672
A,2,fourier_7_cos_1,0.12167166049003758,-0.047775203669453765
A,2,fourier_7_sin_2,0.005674371462287519,0.019506652201792003
A,2,fourier_7_cos_2,0.0781400685638883,0.024833328052277507
A,2,fourier_7_sin_3,-0.008384004560341949,-0.014629194197400188
A,2,fourier_7_cos_3,0.07189413283181129,0.0008997297828659455
A,2,fourier_7_sin_4,0.008384004560332604,0.014629194197400237
A,2,fourier_7_cos_4,0.07189413283180943,0.0008997297828659536
A,2,fourier_7_sin_5,-0.005674371462295583,-0.01950665220179202
A,2,fourier_7_cos_5,0.078140068563902,0.024833328052277323
A,2,fourier_365.25_sin_1,-0.056886423731633905,0.014350458941988225
A,2,fourier_365.25_cos_1,0.052806158952416346,-0.006480113293527602
A,2,fourier_365.25_sin_2,0.01834052240794143,-0.037370731004116135
A,2,fourier_365.25_cos_2,0.019575082607121878,-0.018576888083469287
A,2,fourier_365.25_sin_3,-0.020017511403905047,0.0024932806131672024
A,2,fourier_365.25_cos_3,-0.020099739725036942,0.002755410698600861
A,2,dow_1,0.37822018689757414,-0.041496644994039635
A,2,dow_2,0.36659172548193525,-0.033088155092993767
A,2,dow_3,0.3521275521920099,-0.033865647538172824
A,2,dow_4,0.3549012999362905,-0.03521319128719779
A,2,dow_5,0.3542941494572596,-0.07571022054156311
A,2,dow_6,0.36915132518115573,-0.08155419690792687
A,2,trend,0.025265607556680683,0.023873463507305966
A,2,is_holiday,-0.033467329630274247,-0.16260213217304337
A,2,is_halloween,-0.07684583854619835,0.02876494650982253
A,2,days_since_xmas,-1.914292023629425e-05,-0.00025220584728807507
A,2,days_until_thanksgiving,0.0003231767602738584,-0.00014613231074696794
A,2,days_since_july4,0.0003169079501541184,-0.0003045963740993339
A,2,days_to_nearest_holiday,0.0011961560917794168,-2.4676171268099718e-05
A,2,school_in_session,-0.0037282386275524983,-0.011208148546848352
A,2,days_since_school_start,0.0009682279014728614,-0.00031635090082952677
A,2,days_until_school_start,0.0012595156309002985,-0.00043555521468649174
A,2,is_covid_era,-0.0554911141325039,0.038704574070817274
A,2,temp_min,0.0007816175950198422,1.8108814810084483e-05
A,2,temp_max,0.0020077686557414343,-0.001061343215104168
A,2,precip,0.036579879509206485,-0.06827245614563544
A,2,snowfall,-0.033899807147962376,0.012054774989209717
A,2,temp_range,0.0012261510610303247,-0.0010794520299370841
A,3,const,2.4602529688276435,-0.38159308148075605
A,3,fourier_7_sin_1,0.0006178540477988839,-0.006006282796915169
A,3,fourier_7_cos_1,0.10339992185925197,-0.02223462454924581
A,3,fourier_7_sin_2,0.004117112868821211,0.0019531181275569346
A,3,fourier_7_cos_2,0.05824835200827294,-0.010493520262407095
A,3,fourier_7_sin_3,0.0022093983283266146,-0.004008070515315204
A,3,fourier_7_cos_3,0.056848889694026156,-0.0058164177016416276
A,3,fourier_7_sin_4,-0.0022093983283319853,0.004008070515314972
