site,block,feature,total_coef,rate_coef
A,0,const,2.6752633406685318,-0.9730085252743964
A,0,fourier_7_sin_1,-0.025733084251996153,0.02746770612158251
A,0,fourier_7_cos_1,0.03633103455319029,-0.00684109358733418
A,0,fourier_7_sin_2,-0.01573263861587209,0.002560575868863321
A,0,fourier_7_cos_2,-0.004963955376952644,0.018093936542164096
A,0,fourier_7_sin_3,0.0033619790625874215,-0.0035538155238345175
A,0,fourier_7_cos_3,0.0025408465810453675,0.006945505604171484
A,0,fourier_7_sin_4,-0.003361979062587452,0.003553815523834537
A,0,fourier_7_cos_4,0.0025408465810453145,0.0069455056041715065
A,0,fourier_7_sin_5,0.015732638615872135,-0.0025605758688633643
A,0,fourier_7_cos_5,-0.0049639553769525715,0.018093936542164065
A,0,fourier_365.25_sin_1,-0.012458131457267587,-0.004886564493805612
A,0,fourier_365.25_cos_1,0.023673944373747677,-0.005086613631146418
A,0,fourier_365.25_sin_2,-0.019520873387321756,0.012569758686636366
A,0,fourier_365.25_cos_2,-0.007251663144835758,-0.025361521185878793
A,0,fourier_365.25_sin_3,0.0030739768621199583,0.012049204308342729
A,0,fourier_365.25_cos_3,-0.004019536928221694,0.0010179025755750848
A,0,dow_1,-0.0035802921927832938,0.0022514963118170517
A,0,dow_2,-0.006548033802630688,0.005142055021308021
A,0,dow_3,-0.009137343497313708,0.00638589050335229
A,0,dow_4,-0.011658939260848104,0.0026995257830335294
A,0,dow_5,0.005389261688504717,-0.011113102697937229
A,0,dow_6,0.01584737402526575,-0.010565390268315406
A,0,trend,0.0008337922609063942,0.00765991776605194
A,0,is_holiday,0.02395673629847317,0.001683172932158126
A,0,is_halloween,-0.016952726498395344,0.0007515191016099148
A,0,days_since_xmas,-0.00010016025545075475,0.00010392136674836339
A,0,days_until_thanksgiving,0.00021452386716992662,-0.00012543021626889176
A,0,days_since_july4,-0.0002755598612804984,9.760131603339873e-05
A,0,days_to_nearest_holiday,-0.001627842024165692,-0.0022652616147308597
A,0,school_in_session,-0.020919608783536207,0.05262142407835871
A,0,days_since_school_start,-0.0001097448319152827,0.00022285160481094477
A,0,days_until_school_start,-7.58671083240731e-05,4.9288632934137176e-05
A,0,is_covid_era,-0.03766367884835983,0.01173545063511429
A,0,temp_min,4.0381472983385665e-05,-0.0003915775360078886
A,0,temp_max,0.0015303186192413534,0.0011271564519555878
A,0,precip,-0.0016008645972196156,0.0015676122599816032
A,0,snowfall,-0.023498028167781616,-0.013556580959347633
A,0,temp_range,0.001489937146260827,0.0015187339879612265
A,1,const,3.176269808287336,-0.9286414747057736
A,1,fourier_7_sin_1,0.022379215885456567,0.02041612863194447
A,1,fourier_7_cos_1,0.02661883630157499,-0.0333355179744481
A,1,fourier_7_sin_2,-0.002229203680273706,0.0029450455597087957
A,1,fourier_7_cos_2,0.025907332867837463,0.004264946593159117
A,1,fourier_7_sin_3,-0.002844320972068874,-0.005074776976669513
A,1,fourier_7_cos_3,0.011475608252484013,-0.006547988032616922
A,1,fourier_7_sin_4,0.0028443209720689262,0.00507477697666953
A,1,fourier_7_cos_4,0.011475608252484013,-0.006547988032616869
A,1,fourier_7_sin_5,0.0022292036802737604,-0.002945045559708862
A,1,fourier_7_cos_5,0.025907332867837606,0.004264946593159075
A,1,fourier_365.25_sin_1,-0.0035759959996346903,0.005800934325915678
A,1,fourier_365.25_cos_1,0.04252491300151962,-0.018469106675321423
A,1,fourier_365.25_sin_2,-0.00805630364001117,-0.010349793842293906
A,1,fourier_365.25_cos_2,-0.008517957500442113,0.01550119930515675
A,1,fourier_365.25_sin_3,-0.007190593875842558,-0.003812220569913652
A,1,fourier_365.25_cos_3,-0.00030414557940756156,-0.0021270295373992387
A,1,dow_1,0.0041662442348179805,0.0002278392753729128
A,1,dow_2,0.0008283161928157622,0.0063104893970798315
A,1,dow_3,-0.00048671512870845755,0.010216747900352258
A,1,dow_4,-0.005446618887621808,0.009297802088582406
A,1,dow_5,-0.01346260788131792,-0.006600405854076334
A,1,dow_6,-0.003884817493038924,-0.009275769880943264
A,1,trend,0.02486532866558567,0.024803782168004357
A,1,is_holiday,-0.0401336567735267,-0.008221755413067244
A,1,is_halloween,-0.010935719208696449,0.0022101435422305265
A,1,days_since_xmas,-0.0001935319406584065,1.1214194722520068e-05
A,1,days_until_thanksgiving,8.989764816571435e-05,-1.792781152919977e-06
A,1,days_since_july4,-0.00016997466318735362,-6.800926351650268e-05
A,1,days_to_nearest_holiday,-0.0010561480238477667,0.0006430262105689312
A,1,school_in_session,0.006026209166476144,0.007852618157590757
A,1,days_since_school_start,0.00015173627739859045,0.00023482226871046518
A,1,days_until_school_start,0.00028317356685447916,0.0001752530270968303
A,1,is_covid_era,-0.05271187841296481,0.01629635751543304
A,1,temp_min,0.0004370691188150675,-0.0009700324783607361
A,1,temp_max,0.0007699966867467246,-4.7172220974370206e-05
A,1,precip,0.012618540435669004,-0.0010076069197237816
A,1,snowfall,-0.011386719490165951,0.0016953555744080163
A,1,temp_range,0.00033292756793799693,0.0009228602573832545
A,2,const,3.665857004165752,-0.8275887613760188
A,2,fourier_7_sin_1,0.019420376204295806,0.05997784292938118
A,2,fourier_7_cos_1,0.022851003880597392,-0.030662292040145565
A,2,fourier_7_sin_2,0.006804201125165583,0.01695891976709282
A,2,fourier_7_cos_2,0.024043087720507842,0.026298306892847782
A,2,fourier_7_sin_3,-0.009014027942542207,-0.014084860008461705
A,2,fourier_7_cos_3,0.01673243448554797,0.006205314558499792
A,2,fourier_7_sin_4,0.009014027942542222,0.0140848600084617
A,2,fourier_7_cos_4,0.01673243448554779,0.006205314558499855
A,2,fourier_7_sin_5,-0.0068042011251657685,-0.01695891976709295
A,2,fourier_7_cos_5,0.024043087720507773,0.026298306892847685
A,2,fourier_365.25_sin_1,-0.0329238572044902,0.0012679442102973885
A,2,fourier_365.25_cos_1,0.045517368841845,0.0017463269114401645
A,2,fourier_365.25_sin_2,-0.008951511703367974,-0.007551899454164222
A,2,fourier_365.25_cos_2,-0.006729377239726982,0.006312251770004328
A,2,fourier_365.25_sin_3,-0.015664925704049426,-0.002661381472903234
A,2,fourier_365.25_cos_3,-0.004640999634832605,-0.0023116953435285198
A,2,dow_1,0.0033508298524224183,0.007644216974247193
A,2,dow_2,0.0019183685622169828,0.014035961010441987
A,2,dow_3,-0.004286376621119284,0.011906960283930465
A,2,dow_4,-0.0010397591054160107,0.012459720163690437
A,2,dow_5,-0.01124088025496642,-0.02146567364392385
A,2,dow_6,-0.0068811855571169886,-0.025107267807858474
A,2,trend,0.014781828425665442,0.027821192761603726
A,2,is_holiday,-0.05112175420245466,-0.05500338668714168
A,2,is_halloween,-0.021031697572643403,0.004855402149167556
A,2,days_since_xmas,-0.00023857242416075867,-5.104334844632761e-05
A,2,days_until_thanksgiving,0.00010042106306049161,-4.297111768831833e-05
A,2,days_since_july4,1.9525964706566333e-05,-2.464290663338785e-05
A,2,days_to_nearest_holiday,-0.0008181175711840065,0.001686883111649598
A,2,school_in_session,-0.011685356053168759,0.015701531063515677
A,2,days_since_school_start,-2.725840467654009e-05,0.00015236040578343695
A,2,days_until_school_start,-1.8719627812869676e-05,0.00018089700549014804
A,2,is_covid_era,-0.05007946956715201,0.014970159086941692
