fold_id,window,total_wape,admitted_wape,total_rmse,admitted_rmse,total_mae,admitted_mae,total_r2,admitted_r2,n_rows
1,2025-01-01..2025-02-28,0.1445559141293672,0.278945404800398,5.602190098372697,3.0634186619371966,4.365466101694915,2.3760593220338984,0.8762036989887969,0.7019950473476713,944
2,2025-03-01..2025-04-30,0.14263455610879652,0.27517423696226867,5.527780066085878,3.003754481246188,4.314549180327869,2.346311475409836,0.8734890305423182,0.7082879936918445,976
3,2025-05-01..2025-06-30,0.14650128715188393,0.28037608486017357,5.713085354018009,3.043738533825644,4.489754098360656,2.3831967213114753,0.8635337741625368,0.6881638846737481,976
4,2025-07-01..2025-08-31,0.14833684893720592,0.2718527315914489,5.851747050957269,2.965017815319377,4.607862903225806,2.307459677419355,0.8626699488648306,0.7057876422560732,992
