date,cdc_ili_rate
2018-07-11,0.23803542857142856
2018-07-12,0.2420632857142857
2018-07-13,0.24609114285714284
2018-07-14,0.250119
2018-07-15,0.24395014285714284
2018-07-16,0.2377812857142857
2018-07-17,0.23161242857142855
2018-07-18,0.22544357142857144
2018-07-19,0.2192747142857143
2018-07-20,0.21310585714285715
2018-07-21,0.206937
2018-07-22,0.2007007142857143
2018-07-23,0.1944644285714286
2018-07-24,0.18822814285714287
2018-07-25,0.18199185714285715
2018-07-26,0.17575557142857143
2018-07-27,0.16951928571428573
2018-07-28,0.163283
2018-07-29,0.16814
2018-07-30,0.172997
2018-07-31,0.177854
2018-08-01,0.182711
2018-08-02,0.187568
2018-08-03,0.192425
2018-08-04,0.197282
2018-08-05,0.20489285714285715
2018-08-06,0.2125037142857143
2018-08-07,0.22011457142857144
2018-08-08,0.22772542857142858
2018-08-09,0.23533628571428572
2018-08-10,0.24294714285714286
2018-08-11,0.250558
2018-08-12,0.2512041428571429
2018-08-13,0.2518502857142857
2018-08-14,0.25249642857142857
2018-08-15,0.25314257142857144
2018-08-16,0.2537887142857143
2018-08-17,0.25443485714285713
2018-08-18,0.255081
2018-08-19,0.26458985714285715
2018-08-20,0.2740987142857143
2018-08-21,0.2836075714285714
2018-08-22,0.29311642857142856
2018-08-23,0.3026252857142857
2018-08-24,0.31213414285714286
2018-08-25,0.321643
2018-08-26,0.32516685714285715
2018-08-27,0.3286907142857143
2018-08-28,0.3322145714285714
2018-08-29,0.3357384285714286
2018-08-30,0.33926228571428574
2018-08-31,0.3427861428571429
2018-09-01,0.34631
2018-09-02,0.37218157142857144
2018-09-03,0.3980531428571428
2018-09-04,0.42392471428571427
2018-09-05,0.4497962857142857
2018-09-06,0.4756678571428571
2018-09-07,0.5015394285714285
2018-09-08,0.527411
2018-09-09,0.5075729999999999
2018-09-10,0.487735
2018-09-11,0.46789699999999995
2018-09-12,0.448059
2018-09-13,0.42822099999999996
2018-09-14,0.40838299999999994
2018-09-15,0.388545
2018-09-16,0.4241902857142857
2018-09-17,0.4598355714285714
2018-09-18,0.49548085714285717
2018-09-19,0.5311261428571429
2018-09-20,0.5667714285714286
2018-09-21,0.6024167142857143
2018-09-22,0.638062
2018-09-23,0.6281644285714286
2018-09-24,0.6182668571428571
2018-09-25,0.6083692857142857
2018-09-26,0.5984717142857143
2018-09-27,0.5885741428571429
2018-09-28,0.5786765714285714
2018-09-29,0.568779
2018-09-30,0.7066762857142858
2018-10-01,0.8445735714285714
2018-10-02,0.9824708571428571
2018-10-03,1.1203681428571428
2018-10-04,1.2582654285714285
2018-10-05,1.396162714285714
2018-10-06,1.53406
2018-10-07,1.5424742857142857
2018-10-08,1.5508885714285714
2018-10-09,1.559302857142857
2018-10-10,1.5677171428571428
2018-10-11,1.5761314285714285
2018-10-12,1.5845457142857142
2018-10-13,1.59296
2018-10-14,1.6203514285714284
2018-10-15,1.6477428571428572
2018-10-16,1.6751342857142857
2018-10-17,1.7025257142857142
2018-10-18,1.7299171428571427
2018-10-19,1.7573085714285714
2018-10-20,1.7847
2018-10-21,1.7759357142857142
2018-10-22,1.7671714285714286
2018-10-23,1.7584071428571428
2018-10-24,1.749642857142857
2018-10-25,1.7408785714285713
2018-10-26,1.7321142857142857
2018-10-27,1.72335
2018-10-28,1.7405485714285713
2018-10-29,1.7577471428571427
2018-10-30,1.7749457142857141
2018-10-31,1.7921442857142857
2018-11-01,1.8093428571428571
2018-11-02,1.8265414285714285
2018-11-03,1.84374
2018-11-04,1.8707371428571429
2018-11-05,1.8977342857142856
2018-11-06,1.9247314285714285
2018-11-07,1.9517285714285713
2018-11-08,1.9787257142857142
2018-11-09,2.005722857142857
2018-11-10,2.03272
2018-11-11,2.0530185714285714
2018-11-12,2.073317142857143
2018-11-13,2.0936157142857144
2018-11-14,2.1139142857142854
2018-11-15,2.134212857142857
2018-11-16,2.1545114285714284
2018-11-17,2.17481
2018-11-18,2.2037614285714286
2018-11-19,2.232712857142857
2018-11-20,2.2616642857142857
2018-11-21,2.2906157142857144
2018-11-22,2.319567142857143
2018-11-23,2.3485185714285715
2018-11-24,2.37747
2018-11-25,2.3970914285714287
2018-11-26,2.416712857142857
2018-11-27,2.4363342857142856
2018-11-28,2.4559557142857145
2018-11-29,2.475577142857143
2018-11-30,2.4951985714285714
2018-12-01,2.51482
2018-12-02,2.5399157142857143
2018-12-03,2.5650114285714283
2018-12-04,2.5901071428571427
2018-12-05,2.615202857142857
2018-12-06,2.6402985714285716
2018-12-07,2.6653942857142856
2018-12-08,2.69049
2018-12-09,2.7731242857142857
2018-12-10,2.8557585714285714
2018-12-11,2.9383928571428575
2018-12-12,3.021027142857143
2018-12-13,3.103661428571429
2018-12-14,3.1862957142857145
2018-12-15,3.26893
2018-12-16,3.3621614285714285
2018-12-17,3.4553928571428574
2018-12-18,3.548624285714286
2018-12-19,3.641855714285714
2018-12-20,3.7350871428571426
2018-12-21,3.8283185714285715
2018-12-22,3.92155
2018-12-23,4.1287771428571425
2018-12-24,4.336004285714286
2018-12-25,4.543231428571429
2018-12-26,4.750458571428571
2018-12-27,4.957685714285715
2018-12-28,5.164912857142857
2018-12-29,5.37214
2018-12-30,5.236585714285714
2018-12-31,5.101031428571429
2019-01-01,4.965477142857143
2019-01-02,4.829922857142857
2019-01-03,4.694368571428571
2019-01-04,4.558814285714286
2019-01-05,4.42326
2019-01-06,4.339825714285714
2019-01-07,4.256391428571429
2019-01-08,4.172957142857143
2019-01-09,4.089522857142857
2019-01-10,4.006088571428571
2019-01-11,3.9226542857142856
2019-01-12,3.83922
2019-01-13,3.8168785714285716
2019-01-14,3.794537142857143
2019-01-15,3.7721957142857145
2019-01-16,3.7498542857142856
2019-01-17,3.727512857142857
2019-01-18,3.7051714285714286
2019-01-19,3.68283
2019-01-20,3.712087142857143
2019-01-21,3.741344285714286
2019-01-22,3.7706014285714287
2019-01-23,3.7998585714285715
2019-01-24,3.8291157142857144
2019-01-25,3.8583728571428573
2019-01-26,3.88763
2019-01-27,3.9862185714285716
2019-01-28,4.084807142857143
2019-01-29,4.183395714285714
2019-01-30,4.281984285714286
2019-01-31,4.380572857142857
2019-02-01,4.4791614285714285
2019-02-02,4.57775
2019-02-03,4.633427142857143
2019-02-04,4.6891042857142855
2019-02-05,4.744781428571429
2019-02-06,4.800458571428571
2019-02-07,4.856135714285714
2019-02-08,4.9118128571428565
2019-02-09,4.96749
2019-02-10,5.052632857142857
2019-02-11,5.137775714285714
2019-02-12,5.222918571428571
2019-02-13,5.3080614285714285
2019-02-14,5.393204285714286
2019-02-15,5.478347142857142
2019-02-16,5.56349
2019-02-17,5.60675
2019-02-18,5.65001
2019-02-19,5.69327
2019-02-20,5.73653
2019-02-21,5.77979
2019-02-22,5.82305
2019-02-23,5.86631
2019-02-24,5.825887142857143
2019-02-25,5.785464285714286
2019-02-26,5.745041428571429
2019-02-27,5.704618571428572
2019-02-28,5.6641957142857144
2019-03-01,5.623772857142858
2019-03-02,5.58335
2019-03-03,5.598831428571429
2019-03-04,5.614312857142857
2019-03-05,5.6297942857142855
2019-03-06,5.645275714285715
2019-03-07,5.660757142857143
2019-03-08,5.676238571428572
2019-03-09,5.69172
2019-03-10,5.592778571428571
2019-03-11,5.493837142857143
2019-03-12,5.394895714285714
2019-03-13,5.295954285714286
2019-03-14,5.197012857142857
2019-03-15,5.098071428571428
2019-03-16,4.99913
2019-03-17,4.841304285714286
2019-03-18,4.683478571428571
2019-03-19,4.525652857142857
2019-03-20,4.367827142857143
2019-03-21,4.210001428571429
2019-03-22,4.052175714285714
2019-03-23,3.89435
2019-03-24,3.7824185714285714
2019-03-25,3.670487142857143
2019-03-26,3.5585557142857143
2019-03-27,3.446624285714286
2019-03-28,3.334692857142857
2019-03-29,3.2227614285714283
2019-03-30,3.11083
2019-03-31,3.0925
2019-04-01,3.07417
2019-04-02,3.05584
2019-04-03,3.03751
2019-04-04,3.01918
2019-04-05,3.0008500000000002
2019-04-06,2.98252
2019-04-07,2.89218
2019-04-08,2.80184
2019-04-09,2.7115
2019-04-10,2.62116
2019-04-11,2.5308200000000003
2019-04-12,2.44048
2019-04-13,2.35014
2019-04-14,2.3500542857142857
2019-04-15,2.3499685714285716
2019-04-16,2.349882857142857
2019-04-17,2.349797142857143
2019-04-18,2.3497114285714287
2019-04-19,2.3496257142857147
2019-04-20,2.34954
2019-04-21,2.308311428571429
2019-04-22,2.2670828571428574
2019-04-23,2.225854285714286
2019-04-24,2.184625714285714
2019-04-25,2.143397142857143
2019-04-26,2.1021685714285714
2019-04-27,2.06094
2019-04-28,2.075908571428571
2019-04-29,2.090877142857143
2019-04-30,2.105845714285714
2019-05-01,2.1208142857142858
2019-05-02,2.135782857142857
2019-05-03,2.1507514285714286
2019-05-04,2.16572
2019-05-05,2.140942857142857
2019-05-06,2.116165714285714
2019-05-07,2.0913885714285714
2019-05-08,2.0666114285714285
2019-05-09,2.0418342857142857
2019-05-10,2.017057142857143
2019-05-11,1.99228
2019-05-12,1.99105
2019-05-13,1.9898200000000001
2019-05-14,1.98859
2019-05-15,1.98736
2019-05-16,1.98613
2019-05-17,1.9849
2019-05-18,1.98367
2019-05-19,1.9779900000000001
2019-05-20,1.97231
2019-05-21,1.96663
2019-05-22,1.96095
2019-05-23,1.95527
2019-05-24,1.94959
2019-05-25,1.94391
2019-05-26,1.9381257142857142
2019-05-27,1.9323414285714287
2019-05-28,1.9265571428571429
2019-05-29,1.920772857142857
2019-05-30,1.9149885714285713
2019-05-31,1.9092042857142857
2019-06-01,1.90342
2019-06-02,1.8821014285714284
2019-06-03,1.860782857142857
2019-06-04,1.8394642857142856
2019-06-05,1.8181457142857143
2019-06-06,1.7968271428571427
2019-06-07,1.7755085714285714
2019-06-08,1.75419
2019-06-09,1.6997542857142856
2019-06-10,1.6453185714285714
2019-06-11,1.590882857142857
2019-06-12,1.536447142857143
2019-06-13,1.4820114285714285
2019-06-14,1.4275757142857142
2019-06-15,1.37314
2019-06-16,1.3509114285714285
2019-06-17,1.3286828571428573
2019-06-18,1.3064542857142858
2019-06-19,1.2842257142857143
2019-06-20,1.2619971428571428
2019-06-21,1.2397685714285716
2019-06-22,1.21754
2019-06-23,1.2052685714285716
2019-06-24,1.1929971428571429
2019-06-25,1.1807257142857144
2019-06-26,1.1684542857142857
2019-06-27,1.1561828571428572
2019-06-28,1.1439114285714285
2019-06-29,1.13164
2019-06-30,1.1140771428571428
2019-07-01,1.0965142857142858
2019-07-02,1.0789514285714286
2019-07-03,1.0613885714285713
2019-07-04,1.0438257142857141
2019-07-05,1.0262628571428571
2019-07-06,1.0087
2019-07-07,0.9891168571428571
2019-07-08,0.9695337142857142
2019-07-09,0.9499505714285714
2019-07-10,0.9303674285714285
2019-07-11,0.9107842857142857
2019-07-12,0.8912011428571428
2019-07-13,0.871618
2019-07-14,0.8740334285714286
2019-07-15,0.8764488571428571
2019-07-16,0.8788642857142858
2019-07-17,0.8812797142857143
2019-07-18,0.8836951428571429
2019-07-19,0.8861105714285714
2019-07-20,0.888526
2019-07-21,0.8800928571428571
2019-07-22,0.8716597142857143
2019-07-23,0.8632265714285714
2019-07-24,0.8547934285714286
2019-07-25,0.8463602857142857
2019-07-26,0.8379271428571429
2019-07-27,0.829494
2019-07-28,0.8298355714285713
2019-07-29,0.8301771428571428
2019-07-30,0.8305187142857142
2019-07-31,0.8308602857142857
2019-08-01,0.8312018571428571
2019-08-02,0.8315434285714286
2019-08-03,0.831885
2019-08-04,0.8342538571428572
2019-08-05,0.8366227142857142
2019-08-06,0.8389915714285714
2019-08-07,0.8413604285714286
2019-08-08,0.8437292857142857
2019-08-09,0.8460981428571428
2019-08-10,0.848467
2019-08-11,0.8567837142857143
2019-08-12,0.8651004285714285
2019-08-13,0.8734171428571429
2019-08-14,0.8817338571428571
2019-08-15,0.8900505714285715
2019-08-16,0.8983672857142857
2019-08-17,0.906684
2019-08-18,0.9272320000000001
2019-08-19,0.94778
2019-08-20,0.968328
2019-08-21,0.988876
2019-08-22,1.0094239999999999
2019-08-23,1.0299719999999999
2019-08-24,1.05052
2019-08-25,1.0970557142857142
2019-08-26,1.1435914285714286
2019-08-27,1.190127142857143
2019-08-28,1.236662857142857
2019-08-29,1.2831985714285714
2019-08-30,1.3297342857142858
2019-08-31,1.37627
2019-09-01,1.406067142857143
2019-09-02,1.4358642857142858
2019-09-03,1.4656614285714287
2019-09-04,1.4954585714285715
2019-09-05,1.5252557142857144
2019-09-06,1.5550528571428572
2019-09-07,1.58485
2019-09-08,1.5938485714285715
2019-09-09,1.602847142857143
2019-09-10,1.6118457142857143
2019-09-11,1.6208442857142857
2019-09-12,1.6298428571428571
2019-09-13,1.6388414285714286
2019-09-14,1.64784
2019-09-15,1.6463057142857143
2019-09-16,1.6447714285714286
2019-09-17,1.6432371428571428
2019-09-18,1.6417028571428571
2019-09-19,1.6401685714285714
2019-09-20,1.6386342857142857
2019-09-21,1.6371
2019-09-22,1.63583
2019-09-23,1.63456
2019-09-24,1.63329
2019-09-25,1.63202
2019-09-26,1.63075
2019-09-27,1.62948
2019-09-28,1.62821
2019-09-29,1.653412857142857
2019-09-30,1.6786157142857143
2019-10-01,1.7038185714285714
2019-10-02,1.7290214285714285
2019-10-03,1.7542242857142856
2019-10-04,1.7794271428571429
2019-10-05,1.80463
2019-10-06,1.7984085714285714
2019-10-07,1.7921871428571428
2019-10-08,1.7859657142857142
2019-10-09,1.7797442857142858
2019-10-10,1.7735228571428572
2019-10-11,1.7673014285714286
2019-10-12,1.76108
2019-10-13,1.7789357142857143
2019-10-14,1.7967914285714286
2019-10-15,1.814647142857143
2019-10-16,1.832502857142857
2019-10-17,1.8503585714285713
2019-10-18,1.8682142857142856
2019-10-19,1.88607
2019-10-20,1.89933
2019-10-21,1.91259
2019-10-22,1.92585
2019-10-23,1.93911
2019-10-24,1.95237
2019-10-25,1.96563
2019-10-26,1.97889
2019-10-27,1.9868414285714286
2019-10-28,1.994792857142857
2019-10-29,2.002744285714286
2019-10-30,2.0106957142857143
2019-10-31,2.0186471428571426
2019-11-01,2.0265985714285715
2019-11-02,2.03455
2019-11-03,2.0475142857142856
2019-11-04,2.0604785714285714
2019-11-05,2.073442857142857
2019-11-06,2.086407142857143
2019-11-07,2.0993714285714287
2019-11-08,2.1123357142857144
2019-11-09,2.1253
2019-11-10,2.1574985714285715
2019-11-11,2.1896971428571432
2019-11-12,2.2218957142857145
2019-11-13,2.254094285714286
2019-11-14,2.286292857142857
2019-11-15,2.318491428571429
2019-11-16,2.35069
2019-11-17,2.3815114285714287
2019-11-18,2.4123328571428573
2019-11-19,2.443154285714286
2019-11-20,2.4739757142857144
2019-11-21,2.504797142857143
2019-11-22,2.5356185714285715
2019-11-23,2.56644
2019-11-24,2.6565285714285714
2019-11-25,2.746617142857143
2019-11-26,2.8367057142857144
2019-11-27,2.9267942857142857
2019-11-28,3.016882857142857
2019-11-29,3.1069714285714287
2019-11-30,3.19706
2019-12-01,3.1648742857142858
2019-12-02,3.1326885714285715
2019-12-03,3.1005028571428572
2019-12-04,3.068317142857143
2019-12-05,3.0361314285714287
2019-12-06,3.0039457142857144
2019-12-07,2.97176
2019-12-08,3.064231428571429
2019-12-09,3.1567028571428573
2019-12-10,3.249174285714286
2019-12-11,3.3416457142857143
2019-12-12,3.434117142857143
2019-12-13,3.5265885714285714
2019-12-14,3.61906
2019-12-15,3.73413
2019-12-16,3.8492
2019-12-17,3.96427
2019-12-18,4.07934
2019-12-19,4.19441
2019-12-20,4.30948
2019-12-21,4.42455
2019-12-22,4.6907185714285715
2019-12-23,4.956887142857143
2019-12-24,5.223055714285715
2019-12-25,5.489224285714286
2019-12-26,5.755392857142857
2019-12-27,6.021561428571428
2019-12-28,6.28773
2019-12-29,6.223574285714285
2019-12-30,6.159418571428572
2019-12-31,6.095262857142857
2020-01-01,6.0311071428571426
2020-01-02,5.966951428571428
2020-01-03,5.902795714285714
2020-01-04,5.83864
2020-01-05,5.752542857142857
2020-01-06,5.6664457142857145
2020-01-07,5.580348571428572
2020-01-08,5.494251428571428
2020-01-09,5.408154285714286
2020-01-10,5.322057142857143
2020-01-11,5.23596
2020-01-12,5.288718571428571
2020-01-13,5.341477142857143
2020-01-14,5.394235714285714
2020-01-15,5.446994285714286
2020-01-16,5.499752857142857
2020-01-17,5.552511428571429
2020-01-18,5.60527
2020-01-19,5.739977142857143
2020-01-20,5.874684285714285
2020-01-21,6.009391428571428
2020-01-22,6.144098571428572
2020-01-23,6.278805714285714
2020-01-24,6.413512857142857
2020-01-25,6.54822
2020-01-26,6.589664285714285
2020-01-27,6.631108571428571
2020-01-28,6.672552857142857
2020-01-29,6.713997142857143
2020-01-30,6.755441428571428
2020-01-31,6.796885714285715
2020-02-01,6.83833
2020-02-02,6.81917
2020-02-03,6.80001
2020-02-04,6.78085
2020-02-05,6.76169
2020-02-06,6.7425299999999995
2020-02-07,6.72337
2020-02-08,6.70421
2020-02-09,6.584508571428572
2020-02-10,6.4648071428571425
2020-02-11,6.345105714285714
2020-02-12,6.225404285714285
2020-02-13,6.105702857142857
2020-02-14,5.986001428571429
2020-02-15,5.8663
2020-02-16,5.80837
2020-02-17,5.75044
2020-02-18,5.69251
2020-02-19,5.63458
2020-02-20,5.57665
2020-02-21,5.51872
2020-02-22,5.46079
2020-02-23,5.395835714285714
2020-02-24,5.330881428571429
2020-02-25,5.265927142857143
2020-02-26,5.200972857142857
2020-02-27,5.136018571428571
2020-02-28,5.071064285714286
2020-02-29,5.00611
2020-03-01,5.040845714285714
2020-03-02,5.075581428571428
2020-03-03,5.110317142857142
2020-03-04,5.145052857142857
2020-03-05,5.179788571428571
2020-03-06,5.214524285714285
2020-03-07,5.24926
2020-03-08,5.401857142857143
2020-03-09,5.554454285714286
2020-03-10,5.707051428571429
2020-03-11,5.859648571428571
2020-03-12,6.012245714285714
2020-03-13,6.164842857142857
2020-03-14,6.31744
2020-03-15,6.306494285714286
2020-03-16,6.295548571428572
2020-03-17,6.284602857142858
2020-03-18,6.273657142857143
2020-03-19,6.2627114285714285
2020-03-20,6.251765714285715
2020-03-21,6.24082
2020-03-22,5.920881428571429
2020-03-23,5.600942857142857
2020-03-24,5.281004285714285
2020-03-25,4.961065714285715
2020-03-26,4.641127142857142
2020-03-27,4.321188571428571
2020-03-28,4.00125
2020-03-29,3.850872857142857
2020-03-30,3.700495714285714
2020-03-31,3.5501185714285715
2020-04-01,3.3997414285714287
2020-04-02,3.249364285714286
2020-04-03,3.0989871428571427
2020-04-04,2.94861
2020-04-05,2.823187142857143
2020-04-06,2.697764285714286
2020-04-07,2.572341428571429
2020-04-08,2.4469185714285713
2020-04-09,2.3214957142857147
2020-04-10,2.196072857142857
2020-04-11,2.07065
2020-04-12,1.9721242857142858
2020-04-13,1.8735985714285714
2020-04-14,1.7750728571428573
2020-04-15,1.6765471428571428
2020-04-16,1.5780214285714287
2020-04-17,1.4794957142857144
2020-04-18,1.38097
2020-04-19,1.3592457142857144
2020-04-20,1.3375214285714285
2020-04-21,1.3157971428571429
2020-04-22,1.2940728571428572
2020-04-23,1.2723485714285716
2020-04-24,1.2506242857142857
2020-04-25,1.2289
2020-04-26,1.178231142857143
2020-04-27,1.1275622857142857
2020-04-28,1.0768934285714287
2020-04-29,1.0262245714285716
2020-04-30,0.9755557142857143
2020-05-01,0.9248868571428572
2020-05-02,0.874218
2020-05-03,0.8607251428571429
2020-05-04,0.8472322857142858
2020-05-05,0.8337394285714286
2020-05-06,0.8202465714285715
2020-05-07,0.8067537142857143
2020-05-08,0.7932608571428572
2020-05-09,0.779768
2020-05-10,0.7708288571428572
2020-05-11,0.7618897142857143
2020-05-12,0.7529505714285715
2020-05-13,0.7440114285714285
2020-05-14,0.7350722857142857
2020-05-15,0.7261331428571429
2020-05-16,0.717194
2020-05-17,0.7028678571428572
2020-05-18,0.6885417142857143
2020-05-19,0.6742155714285715
2020-05-20,0.6598894285714285
2020-05-21,0.6455632857142857
2020-05-22,0.6312371428571428
2020-05-23,0.616911
2020-05-24,0.6189862857142857
2020-05-25,0.6210615714285714
2020-05-26,0.6231368571428572
2020-05-27,0.6252121428571429
2020-05-28,0.6272874285714286
2020-05-29,0.6293627142857143
2020-05-30,0.631438
2020-05-31,0.6120171428571429
2020-06-01,0.5925962857142858
2020-06-02,0.5731754285714286
2020-06-03,0.5537545714285714
2020-06-04,0.5343337142857143
2020-06-05,0.5149128571428572
2020-06-06,0.495492
2020-06-07,0.4944155714285714
2020-06-08,0.49333914285714286
2020-06-09,0.4922627142857143
2020-06-10,0.4911862857142857
2020-06-11,0.4901098571428571
2020-06-12,0.48903342857142856
2020-06-13,0.487957
2020-06-14,0.4908495714285714
2020-06-15,0.49374214285714285
2020-06-16,0.49663471428571426
2020-06-17,0.49952728571428573
2020-06-18,0.5024198571428572
2020-06-19,0.5053124285714286
2020-06-20,0.508205
2020-06-21,0.5146187142857143
2020-06-22,0.5210324285714286
2020-06-23,0.5274461428571429
2020-06-24,0.5338598571428571
2020-06-25,0.5402735714285714
2020-06-26,0.5466872857142857
2020-06-27,0.553101
2020-06-28,0.564724
2020-06-29,0.5763469999999999
2020-06-30,0.58797
2020-07-01,0.5995929999999999
2020-07-02,0.611216
2020-07-03,0.6228389999999999
2020-07-04,0.634462
2020-07-05,0.6400595714285714
2020-07-06,0.6456571428571428
2020-07-07,0.6512547142857142
2020-07-08,0.6568522857142858
2020-07-09,0.6624498571428572
2020-07-10,0.6680474285714286
2020-07-11,0.673645
2020-07-12,0.6618771428571429
2020-07-13,0.6501092857142857
2020-07-14,0.6383414285714286
2020-07-15,0.6265735714285714
2020-07-16,0.6148057142857143
2020-07-17,0.6030378571428572
2020-07-18,0.59127
2020-07-19,0.5933815714285714
2020-07-20,0.5954931428571428
2020-07-21,0.5976047142857143
2020-07-22,0.5997162857142857
2020-07-23,0.6018278571428571
2020-07-24,0.6039394285714286
2020-07-25,0.606051
2020-07-26,0.6027574285714286
2020-07-27,0.5994638571428571
2020-07-28,0.5961702857142857
2020-07-29,0.5928767142857143
2020-07-30,0.5895831428571429
2020-07-31,0.5862895714285714
2020-08-01,0.582996
2020-08-02,0.5787775714285714
2020-08-03,0.5745591428571428
