fold_id,window,total_wape,admitted_wape,total_rmse,admitted_rmse,total_mae,admitted_mae,total_r2,admitted_r2,n_rows
1,2025-01-01..2025-02-28,0.3213483934334222,0.3862703643825395,13.128641544865156,4.3205755266348405,9.704449152542374,3.2902542372881354,0.32012109423053814,0.4072194067457572,944
2,2025-03-01..2025-04-30,0.3305558378213596,0.389689978370584,13.485610120712701,4.2778738782288555,9.998975409836065,3.3227459016393444,0.2470469923941203,0.40832748754599535,976
3,2025-05-01..2025-06-30,0.34194777840928087,0.39645612343297976,14.156545725749835,4.330008707824508,10.479508196721312,3.369877049180328,0.16208812024874042,0.3689129535108291,976
4,2025-07-01..2025-08-31,0.34269024825571964,0.3843230403800475,14.179722004645658,4.231458606140898,10.64516129032258,3.2620967741935485,0.19363823841689942,0.4007797387630285,992
